composite_id,left_id,right_id,u1,u2,u12,delta,cosine,oppose_overlap
C_K_3_1_mirror__K_7_2_mirror,K_3_1_mirror,K_7_2_mirror,29,203,226,-6,0.4651572050741682,6
C_K_3_1_mirror__K_7_3,K_3_1_mirror,K_7_3,29,184,209,-4,0.4826717424932353,4
C_K_3_1_mirror__K_7_3_mirror,K_3_1_mirror,K_7_3_mirror,29,184,209,-4,0.4826717424932353,4
C_K_3_1_mirror__K_7_4,K_3_1_mirror,K_7_4,29,147,167,-9,0.37813663518648927,9
C_K_3_1_mirror__K_7_4_mirror,K_3_1_mirror,K_7_4_mirror,29,147,167,-9,0.37813663518648927,9
C_K_3_1_mirror__K_7_5,K_3_1_mirror,K_7_5,29,131,154,-6,0.40230039498904385,6
C_K_3_1_mirror__K_7_5_mirror,K_3_1_mirror,K_7_5_mirror,29,131,154,-6,0.40230039498904385,6
C_K_3_1_mirror__K_7_6,K_3_1_mirror,K_7_6,29,405,423,-11,0.4720733441563273,11
C_K_3_1_mirror__K_7_6_mirror,K_3_1_mirror,K_7_6_mirror,29,405,423,-11,0.4720733441563273,11
C_K_3_1_mirror__K_7_7,K_3_1_mirror,K_7_7,29,125,145,-9,0.10291415424241021,9
C_K_3_1_mirror__K_7_7_mirror,K_3_1_mirror,K_7_7_mirror,29,125,145,-9,0.10291415424241021,9
C_K_3_1_mirror__K_8_1,K_3_1_mirror,K_8_1,29,307,318,-18,-0.5460549493068603,18
C_K_3_1_mirror__K_8_1_mirror,K_3_1_mirror,K_8_1_mirror,29,209,230,-8,0.46157345405019307,8
C_K_3_1_mirror__K_8_2,K_3_1_mirror,K_8_2,29,141,151,-19,-0.6119925043513875,19
C_K_3_1_mirror__K_8_2_mirror,K_3_1_mirror,K_8_2_mirror,29,75,100,-4,0.4848019717228197,4
C_K_3_1_mirror__K_8_3,K_3_1_mirror,K_8_3,29,229,246,-12,0.4564217523951893,12
C_K_3_1_mirror__K_8_3_mirror,K_3_1_mirror,K_8_3_mirror,29,308,319,-18,-0.583038623489121,18
C_K_3_1_mirror__K_8_4,K_3_1_mirror,K_8_4,29,281,291,-19,-0.634523115088941,19
C_K_3_1_mirror__K_8_4_mirror,K_3_1_mirror,K_8_4_mirror,29,191,216,-4,0.4888284515284276,4
C_K_3_1_mirror__K_8_5,K_3_1_mirror,K_8_5,29,155,177,-7,0.5424075090059296,7
C_K_3_1_mirror__K_8_5_mirror,K_3_1_mirror,K_8_5_mirror,29,190,191,-28,-0.7852765917819937,28
C_K_3_1_mirror__K_8_6,K_3_1_mirror,K_8_6,29,159,181,-7,0.558136053510309,7
C_K_3_1_mirror__K_8_6_mirror,K_3_1_mirror,K_8_6_mirror,29,204,205,-28,-0.7973001526654454,28
C_K_3_1_mirror__K_8_7,K_3_1_mirror,K_8_7,29,65,85,-9,0.3463151635244631,9
C_K_3_1_mirror__K_8_7_mirror,K_3_1_mirror,K_8_7_mirror,29,103,111,-21,-0.4604896441019996,21
C_K_3_1_mirror__K_8_8,K_3_1_mirror,K_8_8,29,82,106,-5,0.4219935185017384,5
C_K_3_1_mirror__K_8_8_mirror,K_3_1_mirror,K_8_8_mirror,29,140,150,-19,-0.6159778739479586,19
C_K_3_1_mirror__K_8_9,K_3_1_mirror,K_8_9,29,273,284,-18,-0.6066653245189243,18
C_K_3_1_mirror__K_8_9_mirror,K_3_1_mirror,K_8_9_mirror,29,186,208,-7,0.4584945719466804,7
C_K_3_1_mirror__K_8_10,K_3_1_mirror,K_8_10,29,128,147,-10,0.13224886201118038,10
C_K_3_1_mirror__K_8_10_mirror,K_3_1_mirror,K_8_10_mirror,29,127,145,-11,0.4939645622777659,11
C_K_3_1_mirror__K_8_11,K_3_1_mirror,K_8_11,29,112,131,-10,0.35027319758569025,10
C_K_3_1_mirror__K_8_11_mirror,K_3_1_mirror,K_8_11_mirror,29,73,94,-8,0.44947173393006096,8
C_K_3_1_mirror__K_8_12,K_3_1_mirror,K_8_12,29,231,250,-10,0.46613180270831645,10
C_K_3_1_mirror__K_8_12_mirror,K_3_1_mirror,K_8_12_mirror,29,325,336,-18,-0.5832597649068413,18
C_K_3_1_mirror__K_8_13,K_3_1_mirror,K_8_13,29,272,288,-13,0.45376826872579845,13
C_K_3_1_mirror__K_8_13_mirror,K_3_1_mirror,K_8_13_mirror,29,383,394,-18,-0.5191496618240654,18
